location,scenario,current_treatment,next_treatment,value
Spain,baseline,ezetimibe,high_potency_statin_high_dose_multi,0
Spain,baseline,ezetimibe,high_potency_statin_low_dose,0
Spain,baseline,ezetimibe,high_potency_statin_low_dose_fdc,0
Spain,baseline,ezetimibe,high_potency_statin_low_dose_multi,0
Spain,baseline,ezetimibe,lifestyle_intervention,0
Spain,baseline,ezetimibe,low_potency_statin_high_dose,0
Spain,baseline,ezetimibe,low_potency_statin_high_dose_fdc,0
Spain,baseline,ezetimibe,low_potency_statin_high_dose_multi,0
Spain,baseline,ezetimibe,low_potency_statin_low_dose,0
Spain,baseline,ezetimibe,low_potency_statin_low_dose_fdc,0
Spain,baseline,ezetimibe,low_potency_statin_low_dose_multi,0
Spain,baseline,ezetimibe,none,0
Brazil,baseline,fibrates,ezetimibe,0
Brazil,baseline,fibrates,fibrates,0
Brazil,baseline,fibrates,high_potency_statin_high_dose,0
Brazil,baseline,fibrates,high_potency_statin_high_dose_fdc,0
Brazil,baseline,fibrates,high_potency_statin_high_dose_multi,0
Brazil,baseline,fibrates,high_potency_statin_low_dose,0
Brazil,baseline,fibrates,high_potency_statin_low_dose_fdc,0
Brazil,baseline,fibrates,high_potency_statin_low_dose_multi,0
Brazil,baseline,fibrates,lifestyle_intervention,0
Brazil,baseline,fibrates,low_potency_statin_high_dose,0
Brazil,baseline,fibrates,low_potency_statin_high_dose_fdc,0
Brazil,baseline,fibrates,low_potency_statin_high_dose_multi,0
Brazil,baseline,fibrates,low_potency_statin_low_dose,0
Brazil,baseline,fibrates,low_potency_statin_low_dose_fdc,0
Brazil,baseline,fibrates,low_potency_statin_low_dose_multi,0
Brazil,baseline,fibrates,none,0
China,baseline,fibrates,ezetimibe,0
China,baseline,fibrates,fibrates,0
China,baseline,fibrates,high_potency_statin_high_dose,0
China,baseline,fibrates,high_potency_statin_high_dose_fdc,0
China,baseline,fibrates,high_potency_statin_high_dose_multi,0
China,baseline,fibrates,high_potency_statin_low_dose,0
China,baseline,fibrates,high_potency_statin_low_dose_fdc,0
China,baseline,fibrates,high_potency_statin_low_dose_multi,0
China,baseline,fibrates,lifestyle_intervention,0
China,baseline,fibrates,low_potency_statin_high_dose,0
China,baseline,fibrates,low_potency_statin_high_dose_fdc,0
China,baseline,fibrates,low_potency_statin_high_dose_multi,0
China,baseline,fibrates,low_potency_statin_low_dose,0
China,baseline,fibrates,low_potency_statin_low_dose_fdc,0
China,baseline,fibrates,low_potency_statin_low_dose_multi,0
China,baseline,fibrates,none,0
France,baseline,fibrates,ezetimibe,0
France,baseline,fibrates,fibrates,0
France,baseline,fibrates,high_potency_statin_high_dose,0
France,baseline,fibrates,high_potency_statin_high_dose_fdc,0
France,baseline,fibrates,high_potency_statin_high_dose_multi,0
France,baseline,fibrates,high_potency_statin_low_dose,0
France,baseline,fibrates,high_potency_statin_low_dose_fdc,0
France,baseline,fibrates,high_potency_statin_low_dose_multi,0
France,baseline,fibrates,lifestyle_intervention,0
France,baseline,fibrates,low_potency_statin_high_dose,0
France,baseline,fibrates,low_potency_statin_high_dose_fdc,0
France,baseline,fibrates,low_potency_statin_high_dose_multi,0
France,baseline,fibrates,low_potency_statin_low_dose,0
France,baseline,fibrates,low_potency_statin_low_dose_fdc,0
France,baseline,fibrates,low_potency_statin_low_dose_multi,0
France,baseline,fibrates,none,0
Italy,baseline,fibrates,ezetimibe,0
Italy,baseline,fibrates,fibrates,0
Italy,baseline,fibrates,high_potency_statin_high_dose,0
Italy,baseline,fibrates,high_potency_statin_high_dose_fdc,0
Italy,baseline,fibrates,high_potency_statin_high_dose_multi,0
Italy,baseline,fibrates,high_potency_statin_low_dose,0
Italy,baseline,fibrates,high_potency_statin_low_dose_fdc,0
Italy,baseline,fibrates,high_potency_statin_low_dose_multi,0
Italy,baseline,fibrates,lifestyle_intervention,0
Italy,baseline,fibrates,low_potency_statin_high_dose,0
Italy,baseline,fibrates,low_potency_statin_high_dose_fdc,0
Italy,baseline,fibrates,low_potency_statin_high_dose_multi,0
Italy,baseline,fibrates,low_potency_statin_low_dose,0
Italy,baseline,fibrates,low_potency_statin_low_dose_fdc,0
Italy,baseline,fibrates,low_potency_statin_low_dose_multi,0
Italy,baseline,fibrates,none,0
Russian Federation,baseline,fibrates,ezetimibe,0
Russian Federation,baseline,fibrates,fibrates,0
Russian Federation,baseline,fibrates,high_potency_statin_high_dose,0
Russian Federation,baseline,fibrates,high_potency_statin_high_dose_fdc,0
Russian Federation,baseline,fibrates,high_potency_statin_high_dose_multi,0
Russian Federation,baseline,fibrates,high_potency_statin_low_dose,0
Russian Federation,baseline,fibrates,high_potency_statin_low_dose_fdc,0
Russian Federation,baseline,fibrates,high_potency_statin_low_dose_multi,0
Russian Federation,baseline,fibrates,lifestyle_intervention,0
Russian Federation,baseline,fibrates,low_potency_statin_high_dose,0
Russian Federation,baseline,fibrates,low_potency_statin_high_dose_fdc,0
Russian Federation,baseline,fibrates,low_potency_statin_high_dose_multi,0
Russian Federation,baseline,fibrates,low_potency_statin_low_dose,0
Russian Federation,baseline,fibrates,low_potency_statin_low_dose_fdc,0
Russian Federation,baseline,fibrates,low_potency_statin_low_dose_multi,0
Russian Federation,baseline,fibrates,none,0
Spain,baseline,fibrates,ezetimibe,0
Spain,baseline,fibrates,fibrates,0
Spain,baseline,fibrates,high_potency_statin_high_dose,0
Spain,baseline,fibrates,high_potency_statin_high_dose_fdc,0
Spain,baseline,fibrates,high_potency_statin_high_dose_multi,0
Spain,baseline,fibrates,high_potency_statin_low_dose,0
Spain,baseline,fibrates,high_potency_statin_low_dose_fdc,0
Spain,baseline,fibrates,high_potency_statin_low_dose_multi,0
Spain,baseline,fibrates,lifestyle_intervention,0
Spain,baseline,fibrates,low_potency_statin_high_dose,0
Spain,baseline,fibrates,low_potency_statin_high_dose_fdc,0
Spain,baseline,fibrates,low_potency_statin_high_dose_multi,0
Spain,baseline,fibrates,low_potency_statin_low_dose,0
Spain,baseline,fibrates,low_potency_statin_low_dose_fdc,0
Spain,baseline,fibrates,low_potency_statin_low_dose_multi,0
Spain,baseline,fibrates,none,0
Brazil,baseline,high_potency_statin_high_dose,ezetimibe,0
Brazil,baseline,high_potency_statin_high_dose,fibrates,0
Brazil,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
Brazil,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose,none,0
China,baseline,high_potency_statin_high_dose,ezetimibe,0
China,baseline,high_potency_statin_high_dose,fibrates,0
China,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose,none,0
France,baseline,high_potency_statin_high_dose,ezetimibe,0
France,baseline,high_potency_statin_high_dose,fibrates,0
France,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0
France,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0
France,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0
France,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
France,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
France,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
France,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
France,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
France,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0
France,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
France,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
France,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
France,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
France,baseline,high_potency_statin_high_dose,none,0
Italy,baseline,high_potency_statin_high_dose,ezetimibe,0
Italy,baseline,high_potency_statin_high_dose,fibrates,0
Italy,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0
Italy,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0
Italy,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
Italy,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
Italy,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
Italy,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
Italy,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
Italy,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
Italy,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
Italy,baseline,high_potency_statin_high_dose,none,0
Russian Federation,baseline,high_potency_statin_high_dose,ezetimibe,0
Russian Federation,baseline,high_potency_statin_high_dose,fibrates,0
Russian Federation,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0
Russian Federation,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0
Russian Federation,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0
Russian Federation,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
Russian Federation,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
Russian Federation,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
Russian Federation,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
Russian Federation,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
Russian Federation,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0
Russian Federation,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
Russian Federation,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
Russian Federation,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
Russian Federation,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
Russian Federation,baseline,high_potency_statin_high_dose,none,0
Spain,baseline,high_potency_statin_high_dose,ezetimibe,0
Spain,baseline,high_potency_statin_high_dose,fibrates,0
Spain,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0
Spain,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0
Spain,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0
Spain,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
Spain,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
Spain,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
Spain,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
Spain,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
Spain,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0
Spain,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
Spain,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
Spain,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
Spain,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
Spain,baseline,high_potency_statin_high_dose,none,0
Brazil,baseline,high_potency_statin_high_dose_fdc,ezetimibe,0
Brazil,baseline,high_potency_statin_high_dose_fdc,fibrates,0
Brazil,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_fdc,lifestyle_intervention,0
Brazil,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_fdc,none,0
China,baseline,high_potency_statin_high_dose_fdc,ezetimibe,0
China,baseline,high_potency_statin_high_dose_fdc,fibrates,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose_fdc,lifestyle_intervention,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose_fdc,none,0
France,baseline,high_potency_statin_high_dose_fdc,ezetimibe,0
France,baseline,high_potency_statin_high_dose_fdc,fibrates,0
France,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0
France,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,0
France,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_multi,0
France,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose,0
France,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0
France,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0
France,baseline,high_potency_statin_high_dose_fdc,lifestyle_intervention,0
France,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose,0
France,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_fdc,0
France,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
France,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
France,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_fdc,0
France,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_multi,0
France,baseline,high_potency_statin_high_dose_fdc,none,0
Italy,baseline,high_potency_statin_high_dose_fdc,ezetimibe,0
Italy,baseline,high_potency_statin_high_dose_fdc,fibrates,0
Italy,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0
Italy,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_multi,0
Italy,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose,0
Italy,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0
Italy,baseline,high_potency_statin_high_dose_fdc,lifestyle_intervention,0
Italy,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose,0
Italy,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
Italy,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
