location,scenario,current_treatment,next_treatment,value
Brazil,baseline,high_potency_statin_high_dose_multi,lifestyle_intervention,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_multi,none,0
Brazil,baseline,high_potency_statin_low_dose,ezetimibe,0
Brazil,baseline,high_potency_statin_low_dose,fibrates,0
Brazil,baseline,high_potency_statin_low_dose,high_potency_statin_high_dose,0.083761755485894
Brazil,baseline,high_potency_statin_low_dose,high_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_low_dose,high_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_low_dose,high_potency_statin_low_dose,0.84
Brazil,baseline,high_potency_statin_low_dose,high_potency_statin_low_dose_fdc,0.042062479731921
Brazil,baseline,high_potency_statin_low_dose,high_potency_statin_low_dose_multi,0.034175764782186
Brazil,baseline,high_potency_statin_low_dose,lifestyle_intervention,0
Brazil,baseline,high_potency_statin_low_dose,low_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_low_dose,low_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_low_dose,low_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_low_dose,low_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_low_dose,low_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_low_dose,low_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_low_dose,none,0
Brazil,baseline,high_potency_statin_low_dose_fdc,ezetimibe,0
Brazil,baseline,high_potency_statin_low_dose_fdc,fibrates,0
Brazil,baseline,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_fdc,0.088275862068966
Brazil,baseline,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_multi,0.071724137931035
Brazil,baseline,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_fdc,0.84
Brazil,baseline,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_low_dose_fdc,lifestyle_intervention,0
Brazil,baseline,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_low_dose_fdc,none,0
Brazil,baseline,high_potency_statin_low_dose_multi,ezetimibe,0
Brazil,baseline,high_potency_statin_low_dose_multi,fibrates,0
Brazil,baseline,high_potency_statin_low_dose_multi,high_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_fdc,0.088275862068966
Brazil,baseline,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_multi,0.071724137931035
Brazil,baseline,high_potency_statin_low_dose_multi,high_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_multi,0.84
Brazil,baseline,high_potency_statin_low_dose_multi,lifestyle_intervention,0
Brazil,baseline,high_potency_statin_low_dose_multi,low_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_low_dose_multi,low_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_low_dose_multi,low_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_low_dose_multi,low_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_low_dose_multi,none,0
Brazil,baseline,lifestyle_intervention,ezetimibe,0.068710238678789
Brazil,baseline,lifestyle_intervention,fibrates,0.098102951891383
Brazil,baseline,lifestyle_intervention,high_potency_statin_high_dose,0
Brazil,baseline,lifestyle_intervention,high_potency_statin_high_dose_fdc,0
Brazil,baseline,lifestyle_intervention,high_potency_statin_high_dose_multi,0
Brazil,baseline,lifestyle_intervention,high_potency_statin_low_dose,0
Brazil,baseline,lifestyle_intervention,high_potency_statin_low_dose_fdc,0
Brazil,baseline,lifestyle_intervention,high_potency_statin_low_dose_multi,0
Brazil,baseline,lifestyle_intervention,lifestyle_intervention,0
Brazil,baseline,lifestyle_intervention,low_potency_statin_high_dose,0
Brazil,baseline,lifestyle_intervention,low_potency_statin_high_dose_fdc,0
Brazil,baseline,lifestyle_intervention,low_potency_statin_high_dose_multi,0
Brazil,baseline,lifestyle_intervention,low_potency_statin_low_dose,0.256186809429828
Brazil,baseline,lifestyle_intervention,low_potency_statin_low_dose_fdc,0
Brazil,baseline,lifestyle_intervention,low_potency_statin_low_dose_multi,0
Brazil,baseline,lifestyle_intervention,none,0.577
Brazil,baseline,low_potency_statin_high_dose,ezetimibe,0
Brazil,baseline,low_potency_statin_high_dose,fibrates,0
Brazil,baseline,low_potency_statin_high_dose,high_potency_statin_high_dose,0
Brazil,baseline,low_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0
Brazil,baseline,low_potency_statin_high_dose,high_potency_statin_high_dose_multi,0
Brazil,baseline,low_potency_statin_high_dose,high_potency_statin_low_dose,0.053799126637555
Brazil,baseline,low_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
Brazil,baseline,low_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
Brazil,baseline,low_potency_statin_high_dose,lifestyle_intervention,0
Brazil,baseline,low_potency_statin_high_dose,low_potency_statin_high_dose,0.84
Brazil,baseline,low_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0.058593585303418
Brazil,baseline,low_potency_statin_high_dose,low_potency_statin_high_dose_multi,0.047607288059027
Brazil,baseline,low_potency_statin_high_dose,low_potency_statin_low_dose,0
Brazil,baseline,low_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
Brazil,baseline,low_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
Brazil,baseline,low_potency_statin_high_dose,none,0
Brazil,baseline,low_potency_statin_high_dose_fdc,ezetimibe,0
Brazil,baseline,low_potency_statin_high_dose_fdc,fibrates,0
Brazil,baseline,low_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0
Brazil,baseline,low_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,0
Brazil,baseline,low_potency_statin_high_dose_fdc,high_potency_statin_high_dose_multi,0
Brazil,baseline,low_potency_statin_high_dose_fdc,high_potency_statin_low_dose,0
Brazil,baseline,low_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0.088275862068966
Brazil,baseline,low_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0.071724137931035
Brazil,baseline,low_potency_statin_high_dose_fdc,lifestyle_intervention,0
Brazil,baseline,low_potency_statin_high_dose_fdc,low_potency_statin_high_dose,0
Brazil,baseline,low_potency_statin_high_dose_fdc,low_potency_statin_high_dose_fdc,0.84
Brazil,baseline,low_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
Brazil,baseline,low_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
Brazil,baseline,low_potency_statin_high_dose_fdc,low_potency_statin_low_dose_fdc,0
Brazil,baseline,low_potency_statin_high_dose_fdc,low_potency_statin_low_dose_multi,0
Brazil,baseline,low_potency_statin_high_dose_fdc,none,0
Brazil,baseline,low_potency_statin_high_dose_multi,ezetimibe,0
Brazil,baseline,low_potency_statin_high_dose_multi,fibrates,0
Brazil,baseline,low_potency_statin_high_dose_multi,high_potency_statin_high_dose,0
Brazil,baseline,low_potency_statin_high_dose_multi,high_potency_statin_high_dose_fdc,0
Brazil,baseline,low_potency_statin_high_dose_multi,high_potency_statin_high_dose_multi,0
Brazil,baseline,low_potency_statin_high_dose_multi,high_potency_statin_low_dose,0
Brazil,baseline,low_potency_statin_high_dose_multi,high_potency_statin_low_dose_fdc,0.088275862068966
Brazil,baseline,low_potency_statin_high_dose_multi,high_potency_statin_low_dose_multi,0.071724137931035
Brazil,baseline,low_potency_statin_high_dose_multi,lifestyle_intervention,0
Brazil,baseline,low_potency_statin_high_dose_multi,low_potency_statin_high_dose,0
Brazil,baseline,low_potency_statin_high_dose_multi,low_potency_statin_high_dose_fdc,0
Brazil,baseline,low_potency_statin_high_dose_multi,low_potency_statin_high_dose_multi,0.84
Brazil,baseline,low_potency_statin_high_dose_multi,low_potency_statin_low_dose,0
Brazil,baseline,low_potency_statin_high_dose_multi,low_potency_statin_low_dose_fdc,0
Brazil,baseline,low_potency_statin_high_dose_multi,low_potency_statin_low_dose_multi,0
Brazil,baseline,low_potency_statin_high_dose_multi,none,0
Brazil,baseline,low_potency_statin_low_dose,ezetimibe,0
Brazil,baseline,low_potency_statin_low_dose,fibrates,0
Brazil,baseline,low_potency_statin_low_dose,high_potency_statin_high_dose,0
Brazil,baseline,low_potency_statin_low_dose,high_potency_statin_high_dose_fdc,0
Brazil,baseline,low_potency_statin_low_dose,high_potency_statin_high_dose_multi,0
Brazil,baseline,low_potency_statin_low_dose,high_potency_statin_low_dose,0.0324
Brazil,baseline,low_potency_statin_low_dose,high_potency_statin_low_dose_fdc,0
Brazil,baseline,low_potency_statin_low_dose,high_potency_statin_low_dose_multi,0
Brazil,baseline,low_potency_statin_low_dose,lifestyle_intervention,0
Brazil,baseline,low_potency_statin_low_dose,low_potency_statin_high_dose,0.0668
Brazil,baseline,low_potency_statin_low_dose,low_potency_statin_high_dose_fdc,0
Brazil,baseline,low_potency_statin_low_dose,low_potency_statin_high_dose_multi,0
Brazil,baseline,low_potency_statin_low_dose,low_potency_statin_low_dose,0.84
Brazil,baseline,low_potency_statin_low_dose,low_potency_statin_low_dose_fdc,0.033544827586207
Brazil,baseline,low_potency_statin_low_dose,low_potency_statin_low_dose_multi,0.027255172413793
Brazil,baseline,low_potency_statin_low_dose,none,0
Brazil,baseline,low_potency_statin_low_dose_fdc,ezetimibe,0
Brazil,baseline,low_potency_statin_low_dose_fdc,fibrates,0
Brazil,baseline,low_potency_statin_low_dose_fdc,high_potency_statin_high_dose,0
Brazil,baseline,low_potency_statin_low_dose_fdc,high_potency_statin_high_dose_fdc,0
Brazil,baseline,low_potency_statin_low_dose_fdc,high_potency_statin_high_dose_multi,0
Brazil,baseline,low_potency_statin_low_dose_fdc,high_potency_statin_low_dose,0
Brazil,baseline,low_potency_statin_low_dose_fdc,high_potency_statin_low_dose_fdc,0.027857546636518
Brazil,baseline,low_potency_statin_low_dose_fdc,high_potency_statin_low_dose_multi,0.022634256642171
Brazil,baseline,low_potency_statin_low_dose_fdc,lifestyle_intervention,0
Brazil,baseline,low_potency_statin_low_dose_fdc,low_potency_statin_high_dose,0
Brazil,baseline,low_potency_statin_low_dose_fdc,low_potency_statin_high_dose_fdc,0.060418315432448
Brazil,baseline,low_potency_statin_low_dose_fdc,low_potency_statin_high_dose_multi,0.049089881288864
Brazil,baseline,low_potency_statin_low_dose_fdc,low_potency_statin_low_dose,0
Brazil,baseline,low_potency_statin_low_dose_fdc,low_potency_statin_low_dose_fdc,0.84
Brazil,baseline,low_potency_statin_low_dose_fdc,low_potency_statin_low_dose_multi,0
Brazil,baseline,low_potency_statin_low_dose_fdc,none,0
Brazil,baseline,low_potency_statin_low_dose_multi,ezetimibe,0
Brazil,baseline,low_potency_statin_low_dose_multi,fibrates,0
Brazil,baseline,low_potency_statin_low_dose_multi,high_potency_statin_high_dose,0
Brazil,baseline,low_potency_statin_low_dose_multi,high_potency_statin_high_dose_fdc,0
Brazil,baseline,low_potency_statin_low_dose_multi,high_potency_statin_high_dose_multi,0
Brazil,baseline,low_potency_statin_low_dose_multi,high_potency_statin_low_dose,0
Brazil,baseline,low_potency_statin_low_dose_multi,high_potency_statin_low_dose_fdc,0.027857546636518
Brazil,baseline,low_potency_statin_low_dose_multi,high_potency_statin_low_dose_multi,0.022634256642171
Brazil,baseline,low_potency_statin_low_dose_multi,lifestyle_intervention,0
Brazil,baseline,low_potency_statin_low_dose_multi,low_potency_statin_high_dose,0
Brazil,baseline,low_potency_statin_low_dose_multi,low_potency_statin_high_dose_fdc,0.060418315432448
Brazil,baseline,low_potency_statin_low_dose_multi,low_potency_statin_high_dose_multi,0.049089881288864
Brazil,baseline,low_potency_statin_low_dose_multi,low_potency_statin_low_dose,0
Brazil,baseline,low_potency_statin_low_dose_multi,low_potency_statin_low_dose_fdc,0
Brazil,baseline,low_potency_statin_low_dose_multi,low_potency_statin_low_dose_multi,0.84
Brazil,baseline,low_potency_statin_low_dose_multi,none,0
Brazil,baseline,none,ezetimibe,0.068710238678789
Brazil,baseline,none,fibrates,0.098102951891383
Brazil,baseline,none,high_potency_statin_high_dose,0
Brazil,baseline,none,high_potency_statin_high_dose_fdc,0
Brazil,baseline,none,high_potency_statin_high_dose_multi,0
Brazil,baseline,none,high_potency_statin_low_dose,0
Brazil,baseline,none,high_potency_statin_low_dose_fdc,0
Brazil,baseline,none,high_potency_statin_low_dose_multi,0
Brazil,baseline,none,lifestyle_intervention,0
Brazil,baseline,none,low_potency_statin_high_dose,0
Brazil,baseline,none,low_potency_statin_high_dose_fdc,0
Brazil,baseline,none,low_potency_statin_high_dose_multi,0
Brazil,baseline,none,low_potency_statin_low_dose,0.256186809429828
Brazil,baseline,none,low_potency_statin_low_dose_fdc,0
Brazil,baseline,none,low_potency_statin_low_dose_multi,0
Brazil,baseline,none,none,0.577
China,baseline,ezetimibe,ezetimibe,0.84
China,baseline,ezetimibe,fibrates,0.00
China,baseline,ezetimibe,high_potency_statin_high_dose,0.00
China,baseline,ezetimibe,high_potency_statin_high_dose_fdc,0.00
China,baseline,ezetimibe,high_potency_statin_high_dose_multi,0
China,baseline,ezetimibe,high_potency_statin_low_dose,0.00
China,baseline,ezetimibe,high_potency_statin_low_dose_fdc,0.00
China,baseline,ezetimibe,high_potency_statin_low_dose_multi,0.00
China,baseline,ezetimibe,lifestyle_intervention,0.00
China,baseline,ezetimibe,low_potency_statin_high_dose,0.00
China,baseline,ezetimibe,low_potency_statin_high_dose_fdc,0
China,baseline,ezetimibe,low_potency_statin_high_dose_multi,0.00
China,baseline,ezetimibe,low_potency_statin_low_dose,0.05
China,baseline,ezetimibe,low_potency_statin_low_dose_fdc,0.06
China,baseline,ezetimibe,low_potency_statin_low_dose_multi,0.04
China,baseline,ezetimibe,none,0.00
China,baseline,fibrates,ezetimibe,0.00
China,baseline,fibrates,fibrates,0.84
China,baseline,fibrates,high_potency_statin_high_dose,0.00
China,baseline,fibrates,high_potency_statin_high_dose_fdc,0
China,baseline,fibrates,high_potency_statin_high_dose_multi,0
China,baseline,fibrates,high_potency_statin_low_dose,0.00
China,baseline,fibrates,high_potency_statin_low_dose_fdc,0
China,baseline,fibrates,high_potency_statin_low_dose_multi,0
China,baseline,fibrates,lifestyle_intervention,0.00
China,baseline,fibrates,low_potency_statin_high_dose,0.00
China,baseline,fibrates,low_potency_statin_high_dose_fdc,0
China,baseline,fibrates,low_potency_statin_high_dose_multi,0
China,baseline,fibrates,low_potency_statin_low_dose,0.16
China,baseline,fibrates,low_potency_statin_low_dose_fdc,0
China,baseline,fibrates,low_potency_statin_low_dose_multi,0
China,baseline,fibrates,none,0.00
China,baseline,high_potency_statin_high_dose,ezetimibe,0
China,baseline,high_potency_statin_high_dose,fibrates,0
China,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0.84
China,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0.10
China,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0.06
China,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0.00
China,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0.00
China,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0.00
China,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose,none,0
China,baseline,high_potency_statin_high_dose_fdc,ezetimibe,0
China,baseline,high_potency_statin_high_dose_fdc,fibrates,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,1
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose_fdc,lifestyle_intervention,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose_fdc,none,0
China,baseline,high_potency_statin_high_dose_multi,ezetimibe,0
China,baseline,high_potency_statin_high_dose_multi,fibrates,0
China,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose_multi,1
China,baseline,high_potency_statin_high_dose_multi,high_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose_multi,high_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose_multi,high_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose_multi,lifestyle_intervention,0
China,baseline,high_potency_statin_high_dose_multi,low_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose_multi,low_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_high_dose_multi,low_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_high_dose_multi,low_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose_multi,low_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose_multi,low_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose_multi,none,0
China,baseline,high_potency_statin_low_dose,ezetimibe,0
China,baseline,high_potency_statin_low_dose,fibrates,0
China,baseline,high_potency_statin_low_dose,high_potency_statin_high_dose,0.083761755485894
China,baseline,high_potency_statin_low_dose,high_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_low_dose,high_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_low_dose,high_potency_statin_low_dose,0.84
China,baseline,high_potency_statin_low_dose,high_potency_statin_low_dose_fdc,0.05
China,baseline,high_potency_statin_low_dose,high_potency_statin_low_dose_multi,0.030190344827586
China,baseline,high_potency_statin_low_dose,lifestyle_intervention,0
China,baseline,high_potency_statin_low_dose,low_potency_statin_high_dose,0
China,baseline,high_potency_statin_low_dose,low_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_low_dose,low_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_low_dose,low_potency_statin_low_dose,0
China,baseline,high_potency_statin_low_dose,low_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_low_dose,low_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_low_dose,none,0
China,baseline,high_potency_statin_low_dose_fdc,ezetimibe,0
China,baseline,high_potency_statin_low_dose_fdc,fibrates,0
China,baseline,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose,0
China,baseline,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_fdc,0.09664
China,baseline,high_potency_statin_low_dose_fdc,high_potency_statin_high_dose_multi,0.06336
China,baseline,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose,0
China,baseline,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_fdc,0.84
China,baseline,high_potency_statin_low_dose_fdc,high_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_low_dose_fdc,lifestyle_intervention,0
China,baseline,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose,0
China,baseline,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_low_dose_fdc,low_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose,0
China,baseline,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_low_dose_fdc,low_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_low_dose_fdc,none,0
China,baseline,high_potency_statin_low_dose_multi,ezetimibe,0
China,baseline,high_potency_statin_low_dose_multi,fibrates,0
China,baseline,high_potency_statin_low_dose_multi,high_potency_statin_high_dose,0
China,baseline,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_fdc,0.09664
China,baseline,high_potency_statin_low_dose_multi,high_potency_statin_high_dose_multi,0.06336
China,baseline,high_potency_statin_low_dose_multi,high_potency_statin_low_dose,0
China,baseline,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_low_dose_multi,high_potency_statin_low_dose_multi,0.84
China,baseline,high_potency_statin_low_dose_multi,lifestyle_intervention,0
China,baseline,high_potency_statin_low_dose_multi,low_potency_statin_high_dose,0
