location,scenario,current_treatment,next_treatment,value
Spain,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
Spain,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
Spain,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_fdc,0
Spain,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_multi,0
Spain,baseline,high_potency_statin_high_dose_fdc,none,0
Spain,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0.289564943253468
Spain,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0.315573770491803
Spain,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0.394861286254729
Spain,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_multi,ezetimibe,0
Brazil,baseline,high_potency_statin_high_dose_multi,fibrates,0
Brazil,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_multi,high_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose_multi,lifestyle_intervention,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_multi,none,0
Brazil,baseline,high_potency_statin_high_dose_multi,high_potency_statin_low_dose_multi,0.306811758055399
Brazil,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose,0.315573770491803
Brazil,baseline,high_potency_statin_high_dose_multi,high_potency_statin_low_dose_fdc,0.377614471452798
China,baseline,high_potency_statin_high_dose_multi,ezetimibe,0
China,baseline,high_potency_statin_high_dose_multi,fibrates,0
China,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose_fdc,0
