location,scenario,current_treatment,next_treatment,value
Russian Federation,baseline,ezetimibe,high_potency_statin_low_dose_fdc,0
Russian Federation,baseline,ezetimibe,high_potency_statin_low_dose_multi,0
Russian Federation,baseline,ezetimibe,lifestyle_intervention,0
Russian Federation,baseline,ezetimibe,low_potency_statin_high_dose,0
Russian Federation,baseline,ezetimibe,low_potency_statin_high_dose_fdc,0
Russian Federation,baseline,ezetimibe,low_potency_statin_high_dose_multi,0
Russian Federation,baseline,ezetimibe,low_potency_statin_low_dose,0.336244541484716
Russian Federation,baseline,ezetimibe,low_potency_statin_low_dose_fdc,0.400908296943231
Russian Federation,baseline,ezetimibe,low_potency_statin_low_dose_multi,0.262847161572052
Russian Federation,baseline,ezetimibe,none,0
Spain,baseline,ezetimibe,ezetimibe,0
Spain,baseline,ezetimibe,fibrates,0
Spain,baseline,ezetimibe,high_potency_statin_high_dose,0
Spain,baseline,ezetimibe,high_potency_statin_high_dose_fdc,0
Spain,baseline,ezetimibe,high_potency_statin_high_dose_multi,0
Spain,baseline,ezetimibe,high_potency_statin_low_dose,0
Spain,baseline,ezetimibe,high_potency_statin_low_dose_fdc,0
Spain,baseline,ezetimibe,high_potency_statin_low_dose_multi,0
Spain,baseline,ezetimibe,lifestyle_intervention,0
Spain,baseline,ezetimibe,low_potency_statin_high_dose,0
Spain,baseline,ezetimibe,low_potency_statin_high_dose_fdc,0
Spain,baseline,ezetimibe,low_potency_statin_high_dose_multi,0
Spain,baseline,ezetimibe,low_potency_statin_low_dose,0.336244541484716
Spain,baseline,ezetimibe,low_potency_statin_low_dose_fdc,0.382935841451125
Spain,baseline,ezetimibe,low_potency_statin_low_dose_multi,0.280819617064158
Spain,baseline,ezetimibe,none,0
Brazil,baseline,fibrates,ezetimibe,0.211483111584992
Brazil,baseline,fibrates,fibrates,0
Brazil,baseline,fibrates,high_potency_statin_high_dose,0
Brazil,baseline,fibrates,high_potency_statin_high_dose_fdc,0
Brazil,baseline,fibrates,high_potency_statin_high_dose_multi,0
Brazil,baseline,fibrates,high_potency_statin_low_dose,0
Brazil,baseline,fibrates,high_potency_statin_low_dose_fdc,0
Brazil,baseline,fibrates,high_potency_statin_low_dose_multi,0
Brazil,baseline,fibrates,lifestyle_intervention,0
Brazil,baseline,fibrates,low_potency_statin_high_dose,0
Brazil,baseline,fibrates,low_potency_statin_high_dose_fdc,0
Brazil,baseline,fibrates,low_potency_statin_high_dose_multi,0
Brazil,baseline,fibrates,low_potency_statin_low_dose,0.788516888415008
Brazil,baseline,fibrates,low_potency_statin_low_dose_fdc,0
Brazil,baseline,fibrates,low_potency_statin_low_dose_multi,0
Brazil,baseline,fibrates,none,0
China,baseline,fibrates,ezetimibe,0.011722827062293
China,baseline,fibrates,fibrates,0
China,baseline,fibrates,high_potency_statin_high_dose,0
China,baseline,fibrates,high_potency_statin_high_dose_fdc,0
China,baseline,fibrates,high_potency_statin_high_dose_multi,0
China,baseline,fibrates,high_potency_statin_low_dose,0
China,baseline,fibrates,high_potency_statin_low_dose_fdc,0
China,baseline,fibrates,high_potency_statin_low_dose_multi,0
China,baseline,fibrates,lifestyle_intervention,0
China,baseline,fibrates,low_potency_statin_high_dose,0
China,baseline,fibrates,low_potency_statin_high_dose_fdc,0
China,baseline,fibrates,low_potency_statin_high_dose_multi,0
China,baseline,fibrates,low_potency_statin_low_dose,0.988277172937706
China,baseline,fibrates,low_potency_statin_low_dose_fdc,0
China,baseline,fibrates,low_potency_statin_low_dose_multi,0
China,baseline,fibrates,none,0
France,baseline,fibrates,ezetimibe,0.116356884178378
France,baseline,fibrates,fibrates,0
France,baseline,fibrates,high_potency_statin_high_dose,0
France,baseline,fibrates,high_potency_statin_high_dose_fdc,0
France,baseline,fibrates,high_potency_statin_high_dose_multi,0
France,baseline,fibrates,high_potency_statin_low_dose,0
France,baseline,fibrates,high_potency_statin_low_dose_fdc,0
France,baseline,fibrates,high_potency_statin_low_dose_multi,0
France,baseline,fibrates,lifestyle_intervention,0
France,baseline,fibrates,low_potency_statin_high_dose,0
France,baseline,fibrates,low_potency_statin_high_dose_fdc,0
France,baseline,fibrates,low_potency_statin_high_dose_multi,0
France,baseline,fibrates,low_potency_statin_low_dose,0.883643115821622
France,baseline,fibrates,low_potency_statin_low_dose_fdc,0
France,baseline,fibrates,low_potency_statin_low_dose_multi,0
France,baseline,fibrates,none,0
Italy,baseline,fibrates,ezetimibe,0.266800094745431
Italy,baseline,fibrates,fibrates,0
Italy,baseline,fibrates,high_potency_statin_high_dose,0
Italy,baseline,fibrates,high_potency_statin_high_dose_fdc,0
Italy,baseline,fibrates,high_potency_statin_high_dose_multi,0
Italy,baseline,fibrates,high_potency_statin_low_dose,0
Italy,baseline,fibrates,high_potency_statin_low_dose_fdc,0
Italy,baseline,fibrates,high_potency_statin_low_dose_multi,0
Italy,baseline,fibrates,lifestyle_intervention,0
Italy,baseline,fibrates,low_potency_statin_high_dose,0
Italy,baseline,fibrates,low_potency_statin_high_dose_fdc,0
Italy,baseline,fibrates,low_potency_statin_high_dose_multi,0
Italy,baseline,fibrates,low_potency_statin_low_dose,0.733199905254569
Italy,baseline,fibrates,low_potency_statin_low_dose_fdc,0
Italy,baseline,fibrates,low_potency_statin_low_dose_multi,0
Italy,baseline,fibrates,none,0
Russian Federation,baseline,fibrates,ezetimibe,0.002629136518557
Russian Federation,baseline,fibrates,fibrates,0
Russian Federation,baseline,fibrates,high_potency_statin_high_dose,0
Russian Federation,baseline,fibrates,high_potency_statin_high_dose_fdc,0
Russian Federation,baseline,fibrates,high_potency_statin_high_dose_multi,0
Russian Federation,baseline,fibrates,high_potency_statin_low_dose,0
Russian Federation,baseline,fibrates,high_potency_statin_low_dose_fdc,0
Russian Federation,baseline,fibrates,high_potency_statin_low_dose_multi,0
Russian Federation,baseline,fibrates,lifestyle_intervention,0
Russian Federation,baseline,fibrates,low_potency_statin_high_dose,0
Russian Federation,baseline,fibrates,low_potency_statin_high_dose_fdc,0
Russian Federation,baseline,fibrates,low_potency_statin_high_dose_multi,0
Russian Federation,baseline,fibrates,low_potency_statin_low_dose,0.997370863481443
Russian Federation,baseline,fibrates,low_potency_statin_low_dose_fdc,0
Russian Federation,baseline,fibrates,low_potency_statin_low_dose_multi,0
Russian Federation,baseline,fibrates,none,0
Spain,baseline,fibrates,ezetimibe,0.192719356672754
Spain,baseline,fibrates,fibrates,0
Spain,baseline,fibrates,high_potency_statin_high_dose,0
Spain,baseline,fibrates,high_potency_statin_high_dose_fdc,0
Spain,baseline,fibrates,high_potency_statin_high_dose_multi,0
Spain,baseline,fibrates,high_potency_statin_low_dose,0
Spain,baseline,fibrates,high_potency_statin_low_dose_fdc,0
Spain,baseline,fibrates,high_potency_statin_low_dose_multi,0
Spain,baseline,fibrates,lifestyle_intervention,0
Spain,baseline,fibrates,low_potency_statin_high_dose,0
Spain,baseline,fibrates,low_potency_statin_high_dose_fdc,0
Spain,baseline,fibrates,low_potency_statin_high_dose_multi,0
Spain,baseline,fibrates,low_potency_statin_low_dose,0.807280643327246
Spain,baseline,fibrates,low_potency_statin_low_dose_fdc,0
Spain,baseline,fibrates,low_potency_statin_low_dose_multi,0
Spain,baseline,fibrates,none,0
Brazil,baseline,high_potency_statin_high_dose,ezetimibe,0
Brazil,baseline,high_potency_statin_high_dose,fibrates,0
Brazil,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0.551724137931034
Brazil,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0.448275862068966
Brazil,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
Brazil,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose,none,0
China,baseline,high_potency_statin_high_dose,ezetimibe,0
China,baseline,high_potency_statin_high_dose,fibrates,0
China,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0.604
China,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0.396
China,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose,none,0
France,baseline,high_potency_statin_high_dose,ezetimibe,0
France,baseline,high_potency_statin_high_dose,fibrates,0
France,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0
France,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0.68
France,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0.32
France,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
France,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
France,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
France,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
France,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
France,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0
France,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
France,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
France,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
France,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
France,baseline,high_potency_statin_high_dose,none,0
Italy,baseline,high_potency_statin_high_dose,ezetimibe,0
Italy,baseline,high_potency_statin_high_dose,fibrates,0
Italy,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0
Italy,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0.608695652173913
Italy,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0.391304347826087
Italy,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
Italy,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
Italy,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
Italy,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
Italy,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
Italy,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
Italy,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
Italy,baseline,high_potency_statin_high_dose,none,0
Russian Federation,baseline,high_potency_statin_high_dose,ezetimibe,0
Russian Federation,baseline,high_potency_statin_high_dose,fibrates,0
Russian Federation,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0
Russian Federation,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0.604
Russian Federation,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0.396
Russian Federation,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
Russian Federation,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
Russian Federation,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
Russian Federation,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
Russian Federation,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
Russian Federation,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0
Russian Federation,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
Russian Federation,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
Russian Federation,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
Russian Federation,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
Russian Federation,baseline,high_potency_statin_high_dose,none,0
Spain,baseline,high_potency_statin_high_dose,ezetimibe,0
Spain,baseline,high_potency_statin_high_dose,fibrates,0
Spain,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose,0
Spain,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_fdc,0.576923076923077
Spain,baseline,high_potency_statin_high_dose,high_potency_statin_high_dose_multi,0.423076923076923
Spain,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose,0
Spain,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_fdc,0
Spain,baseline,high_potency_statin_high_dose,high_potency_statin_low_dose_multi,0
Spain,baseline,high_potency_statin_high_dose,lifestyle_intervention,0
Spain,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose,0
Spain,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_fdc,0
Spain,baseline,high_potency_statin_high_dose,low_potency_statin_high_dose_multi,0
Spain,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose,0
Spain,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_fdc,0
Spain,baseline,high_potency_statin_high_dose,low_potency_statin_low_dose_multi,0
Spain,baseline,high_potency_statin_high_dose,none,0
Brazil,baseline,high_potency_statin_high_dose_fdc,ezetimibe,0
Brazil,baseline,high_potency_statin_high_dose_fdc,fibrates,0
Brazil,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,1
Brazil,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_fdc,lifestyle_intervention,0
Brazil,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_fdc,none,0
China,baseline,high_potency_statin_high_dose_fdc,ezetimibe,0
China,baseline,high_potency_statin_high_dose_fdc,fibrates,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,1
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose_fdc,lifestyle_intervention,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_fdc,0
China,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_multi,0
China,baseline,high_potency_statin_high_dose_fdc,none,0
France,baseline,high_potency_statin_high_dose_fdc,ezetimibe,0
France,baseline,high_potency_statin_high_dose_fdc,fibrates,0
France,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0
France,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,1
France,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_multi,0
France,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose,0
France,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0
France,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0
France,baseline,high_potency_statin_high_dose_fdc,lifestyle_intervention,0
France,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose,0
France,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_fdc,0
France,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
France,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
France,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_fdc,0
France,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_multi,0
France,baseline,high_potency_statin_high_dose_fdc,none,0
Italy,baseline,high_potency_statin_high_dose_fdc,ezetimibe,0
Italy,baseline,high_potency_statin_high_dose_fdc,fibrates,0
Italy,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0
Italy,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,1
Italy,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_multi,0
Italy,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose,0
Italy,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0
Italy,baseline,high_potency_statin_high_dose_fdc,lifestyle_intervention,0
Italy,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose,0
Italy,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
Italy,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
Italy,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_fdc,0
Italy,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_multi,0
Italy,baseline,high_potency_statin_high_dose_fdc,none,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,ezetimibe,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,fibrates,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,1
Russian Federation,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_multi,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,lifestyle_intervention,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_fdc,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_fdc,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_multi,0
Russian Federation,baseline,high_potency_statin_high_dose_fdc,none,0
Spain,baseline,high_potency_statin_high_dose_fdc,ezetimibe,0
Spain,baseline,high_potency_statin_high_dose_fdc,fibrates,0
Spain,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose,0
Spain,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_fdc,1
Spain,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_high_dose_multi,0
Spain,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose,0
Spain,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_fdc,0
Spain,baseline,high_potency_statin_high_dose_fdc,high_potency_statin_low_dose_multi,0
Spain,baseline,high_potency_statin_high_dose_fdc,lifestyle_intervention,0
Spain,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose,0
Spain,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_fdc,0
Spain,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_high_dose_multi,0
Spain,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose,0
Spain,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_fdc,0
Spain,baseline,high_potency_statin_high_dose_fdc,low_potency_statin_low_dose_multi,0
Spain,baseline,high_potency_statin_high_dose_fdc,none,0
Brazil,baseline,high_potency_statin_high_dose_multi,ezetimibe,0
Brazil,baseline,high_potency_statin_high_dose_multi,fibrates,0
Brazil,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose_multi,1
Brazil,baseline,high_potency_statin_high_dose_multi,high_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose_multi,high_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_multi,high_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_multi,lifestyle_intervention,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_high_dose,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_high_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_high_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_low_dose,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_low_dose_fdc,0
Brazil,baseline,high_potency_statin_high_dose_multi,low_potency_statin_low_dose_multi,0
Brazil,baseline,high_potency_statin_high_dose_multi,none,0
China,baseline,high_potency_statin_high_dose_multi,ezetimibe,0
China,baseline,high_potency_statin_high_dose_multi,fibrates,0
China,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose,0
China,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose_fdc,0
China,baseline,high_potency_statin_high_dose_multi,high_potency_statin_high_dose_multi,1
China,baseline,high_potency_statin_high_dose_multi,high_potency_statin_low_dose,0
